ethnicity_1,ethnicity_2,ethnicity_3,studytimeweekly,absences,age,gender,tutoring,extracurricular,sports,music,volunteering,parentalsupport,parentaleducation,gpa,gradeclass,risk_flag
0.0,0.0,0.0,-0.6593642236845535,0.0541732990522665,0.4729190115431414,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.7036118032323682,4.0,1
1.0,0.0,0.0,1.4384815462358813,0.2904222167059063,-0.41710638232876435,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,2.0998851567205854,3.0,0
1.0,0.0,0.0,1.7108589396472318,0.17229775787908638,-0.41710638232876435,1.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,2.4610469629080955,3.0,0
0.0,1.0,0.0,1.3119323599046162,-1.1270712892159325,0.4729190115431414,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.935477191694632,2.0,0
0.0,1.0,0.0,-1.339735212739292,-0.30020007742819316,-0.41710638232876435,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.9863780592187463,4.0,1
0.0,0.0,0.0,1.6237136739198135,0.8810445108400057,0.4729190115431414,1.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,1.5715441913992825,4.0,1
0.0,0.0,0.0,-0.23087853017696863,-0.18207561860137328,1.362944405415047,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.6643106896610833,4.0,1
0.0,0.0,0.0,-1.6961212407294486,1.7079157226277448,0.4729190115431414,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.7562591665741925,4.0,1
0.0,0.0,0.0,-0.163514461179672,1.2354178873204653,1.362944405415047,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.8027695392342074,4.0,1
0.0,0.0,0.0,-1.566037980718636,0.6447955931863659,1.362944405415047,1.0,0.0,0.0,1.0,1.0,0.0,2.0,4.0,1.3423871779577343,4.0,1
0.0,0.0,0.0,0.19562034972798387,1.7079157226277448,-1.30713177620067,0.0,0.0,1.0,0.0,0.0,0.0,3.0,4.0,0.2865712882866222,4.0,1
0.0,0.0,0.0,-0.5309850920993371,-0.6545734539086528,0.4729190115431414,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,2.61383869367367,2.0,0
0.0,0.0,1.0,-0.05366509472979916,0.9991689696668256,-1.30713177620067,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.9290125546259368,4.0,1
1.0,0.0,0.0,0.44083420557583025,-0.536448995081833,0.4729190115431414,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.892758695926592,4.0,1
0.0,0.0,0.0,1.3454667830839129,-0.30020007742819316,0.4729190115431414,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,2.331261549308754,3.0,0
1.0,0.0,0.0,0.6132854770435376,-0.41832453625501304,-1.30713177620067,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,2.234238472600233,3.0,0
0.0,0.0,0.0,-0.19304550840836854,-0.7726979127354727,-1.30713177620067,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,2.3858282190764624,3.0,0
0.0,0.0,0.0,1.1707434921199733,-1.3633202068695722,0.4729190115431414,0.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,3.347356743507809,1.0,0
1.0,0.0,0.0,1.4756284735270304,-1.0089468303891125,-0.41710638232876435,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,3.2618553073332905,1.0,0
0.0,0.0,0.0,-1.3052591061080243,0.9991689696668256,1.362944405415047,0.0,0.0,0.0,1.0,0.0,0.0,3.0,4.0,1.0396238791477144,4.0,1
0.0,0.0,0.0,0.153349278053324,1.589791263800925,-1.30713177620067,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0278186247324679,4.0,1
0.0,0.0,1.0,-0.7222305422137456,0.7629200520131858,1.362944405415047,1.0,1.0,0.0,0.0,1.0,0.0,3.0,2.0,1.3299645378768772,4.0,1
0.0,1.0,0.0,-1.5625273659695795,-1.599569124523212,-0.41710638232876435,1.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,3.283916521897384,1.0,0
1.0,0.0,0.0,0.6368013926991963,-1.0089468303891125,-0.41710638232876435,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2.937454182316864,2.0,0
1.0,0.0,0.0,1.3241265383815861,1.589791263800925,-0.41710638232876435,1.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,0.7388682028052602,4.0,1
1.0,0.0,0.0,-1.152584659212786,-0.7726979127354727,-1.30713177620067,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,2.556801662833417,2.0,0
0.0,0.0,0.0,1.145921475914426,-1.2451957480427522,-0.41710638232876435,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,3.300928568970799,1.0,0
0.0,0.0,0.0,1.2909498933854795,-0.06395115977455339,-1.30713177620067,1.0,0.0,1.0,0.0,1.0,0.0,3.0,3.0,2.200682946560561,3.0,0
0.0,0.0,0.0,1.5066225873955574,0.2904222167059063,-0.41710638232876435,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,1.8558655731681928,4.0,1
0.0,0.0,0.0,-0.7902710834038468,-1.3633202068695722,1.362944405415047,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.734401494419992,2.0,0
1.0,0.0,0.0,1.4698634705489273,0.40854667553272617,1.362944405415047,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.1317372971872284,3.0,0
0.0,0.0,0.0,-0.5942991851145265,0.526671134359546,0.4729190115431414,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9797699107752862,4.0,1
0.0,0.0,1.0,0.22555914052318893,1.2354178873204653,1.362944405415047,1.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.994325023551287,4.0,1
0.0,0.0,1.0,-1.550331607171367,-1.0089468303891125,0.4729190115431414,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0746999767813343,3.0,0
0.0,1.0,0.0,-1.573781218759713,1.2354178873204653,1.362944405415047,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.500508035804656,4.0,1
1.0,0.0,0.0,0.8202063975885155,-0.8908223715622926,-1.30713177620067,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.532438417587673,2.0,0
0.0,1.0,0.0,-0.1561316315611891,0.17229775787908638,1.362944405415047,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.4633780357856976,4.0,1
0.0,0.0,0.0,-0.8220947284990864,-0.30020007742819316,0.4729190115431414,1.0,0.0,1.0,1.0,0.0,0.0,3.0,2.0,2.342836773191855,3.0,0
0.0,1.0,0.0,-1.055228590149834,0.9991689696668256,0.4729190115431414,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.1588463344506037,4.0,1
0.0,0.0,0.0,0.6417797974307926,0.6447955931863659,-0.41710638232876435,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.5237487447337323,4.0,1
0.0,1.0,0.0,-1.7276477413308584,1.471666804974105,-1.30713177620067,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,4.0,1
0.0,0.0,0.0,1.122839527197261,0.8810445108400057,1.362944405415047,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0586220144439875,4.0,1
0.0,1.0,0.0,-1.4486182043217535,-0.536448995081833,-0.41710638232876435,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,2.2297401841747666,3.0,0
0.0,0.0,1.0,-1.0514203931474735,1.3535423461472853,1.362944405415047,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.1947432807455151,4.0,1
0.0,0.0,0.0,-0.36224551026416035,-1.7176935833500317,1.362944405415047,1.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,3.5069200713692137,0.0,0
0.0,0.0,0.0,-0.013238237708373197,-1.599569124523212,-0.41710638232876435,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,3.552286943350944,0.0,0
0.0,0.0,1.0,-0.47280294842604903,0.17229775787908638,-0.41710638232876435,0.0,1.0,0.0,1.0,0.0,0.0,3.0,2.0,2.23849135429023,3.0,0
0.0,0.0,0.0,-0.5941243308667956,-1.2451957480427522,-0.41710638232876435,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.7084723438568763,2.0,0
0.0,1.0,0.0,1.682061879234672,1.7079157226277448,-0.41710638232876435,1.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.7329082339013866,4.0,1
1.0,0.0,0.0,0.5413698349159743,1.7079157226277448,-0.41710638232876435,1.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0.9654824453045304,4.0,1
0.0,0.0,0.0,-1.6461435943435356,-1.1270712892159325,1.362944405415047,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.5552328599380942,2.0,0
0.0,0.0,0.0,-0.20675123834338385,1.2354178873204653,-0.41710638232876435,0.0,0.0,1.0,0.0,1.0,1.0,2.0,3.0,0.7443222999212357,4.0,1
0.0,0.0,0.0,1.3674344104829468,1.1172934284936455,-1.30713177620067,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.7220565813951911,4.0,1
0.0,1.0,0.0,-0.6622678798982103,0.9991689696668256,0.4729190115431414,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.2712295298373406,4.0,1
0.0,0.0,0.0,-1.3944503264680463,-1.0089468303891125,-0.41710638232876435,1.0,0.0,1.0,0.0,1.0,1.0,3.0,3.0,2.52614214142023,2.0,0
1.0,0.0,0.0,0.954722673397471,1.471666804974105,-0.41710638232876435,0.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,0.9424153953595232,4.0,1
0.0,0.0,0.0,0.41550849856009225,0.6447955931863659,1.362944405415047,1.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,1.515639098395023,4.0,1
1.0,0.0,0.0,0.28916774051212013,1.7079157226277448,-0.41710638232876435,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.6482739267081915,4.0,1
0.0,1.0,0.0,-1.5394706373884033,-0.06395115977455339,-0.41710638232876435,1.0,0.0,0.0,1.0,1.0,1.0,3.0,2.0,2.0488500821388604,3.0,0
0.0,0.0,1.0,-1.2318672495015424,0.40854667553272617,-0.41710638232876435,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.8422959992571388,4.0,1
0.0,0.0,0.0,0.4740249759629804,0.0541732990522665,1.362944405415047,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.4641879236906472,4.0,1
0.0,1.0,0.0,-0.9936164148353297,1.1172934284936455,-0.41710638232876435,1.0,1.0,1.0,1.0,0.0,0.0,3.0,2.0,1.487946865169799,4.0,1
0.0,1.0,0.0,0.05474734331240609,-0.30020007742819316,0.4729190115431414,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,2.587565796370635,2.0,0
1.0,0.0,0.0,0.19917249849340984,-1.2451957480427522,1.362944405415047,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,3.2208069781948727,1.0,0
0.0,0.0,1.0,-0.7257862460947486,-1.481444665696392,0.4729190115431414,1.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,3.5451594318003106,0.0,0
0.0,0.0,0.0,1.6272424402967822,-1.481444665696392,1.362944405415047,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.089598953074648,1.0,0
0.0,0.0,0.0,1.2522647734748258,0.40854667553272617,-0.41710638232876435,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.919956439918208,4.0,1
0.0,1.0,0.0,0.827285092297011,-0.18207561860137328,0.4729190115431414,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.198593184586961,3.0,0
0.0,0.0,0.0,-1.4530620481331051,0.0541732990522665,1.362944405415047,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.8782126167627767,4.0,1
0.0,1.0,0.0,-1.3534931112785524,0.7629200520131858,-1.30713177620067,1.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,1.340368647512407,4.0,1
0.0,1.0,0.0,0.014798483380438912,0.17229775787908638,-0.41710638232876435,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.8195113357139088,4.0,1
0.0,0.0,0.0,-1.160332228704447,1.3535423461472853,1.362944405415047,1.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.6193509314675341,4.0,1
0.0,1.0,0.0,1.7328420847249602,-1.3633202068695722,-1.30713177620067,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,3.619460869693516,0.0,0
0.0,0.0,0.0,-1.1680932806867848,-0.30020007742819316,1.362944405415047,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.17490279620988,3.0,0
1.0,0.0,0.0,-0.004005103004630876,-0.8908223715622926,-1.30713177620067,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,2.974406014911044,2.0,0
1.0,0.0,0.0,-0.44050783511919617,0.40854667553272617,-0.41710638232876435,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.9807358437488028,4.0,1
0.0,0.0,1.0,0.5336082711284431,-1.2451957480427522,0.4729190115431414,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.101673809015105,1.0,0
0.0,0.0,0.0,-1.272431394496058,-1.599569124523212,-1.30713177620067,0.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,3.4982573417733205,1.0,0
0.0,0.0,0.0,-0.20625396399895793,-0.06395115977455339,1.362944405415047,1.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,2.590553445052984,2.0,0
1.0,0.0,0.0,-0.7569355458523799,-1.599569124523212,-0.41710638232876435,1.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,3.5350037581843186,0.0,0
0.0,1.0,0.0,1.4125290449592234,-0.536448995081833,-1.30713177620067,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,2.8199217452931866,2.0,0
1.0,0.0,0.0,-1.5854429803847188,-0.30020007742819316,1.362944405415047,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0165967745176614,3.0,0
0.0,0.0,0.0,1.5044534690145617,0.8810445108400057,1.362944405415047,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,1.3711850388917164,4.0,1
0.0,0.0,0.0,1.2187522077268855,-0.6545734539086528,1.362944405415047,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.1047955879699045,3.0,0
0.0,0.0,0.0,-0.6760178803143604,-1.481444665696392,-1.30713177620067,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.030439088696523,1.0,0
0.0,1.0,0.0,1.0640932022157488,-1.2451957480427522,-1.30713177620067,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,3.58242187231196,0.0,0
0.0,0.0,0.0,-1.6186093906502428,-1.481444665696392,-1.30713177620067,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.4265467060392454,3.0,0
0.0,0.0,0.0,1.6924997804589637,-1.1270712892159325,0.4729190115431414,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,3.161436270258364,1.0,0
0.0,0.0,1.0,0.1344589035214917,-0.30020007742819316,-1.30713177620067,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,2.122638529628868,3.0,0
0.0,0.0,0.0,-0.6558100906970888,-0.6545734539086528,-1.30713177620067,1.0,0.0,0.0,1.0,0.0,0.0,3.0,4.0,2.204860580997317,3.0,0
0.0,0.0,1.0,-0.44594999763696924,0.40854667553272617,-1.30713177620067,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,1.182987500498048,4.0,1
1.0,0.0,0.0,-1.4940717738822262,-0.8908223715622926,0.4729190115431414,1.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,2.7387957163436,2.0,0
0.0,1.0,0.0,1.7720666059136245,0.2904222167059063,-1.30713177620067,1.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,2.2379013009826028,3.0,0
0.0,0.0,0.0,-1.5900213960478087,-1.481444665696392,1.362944405415047,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,3.139481546380388,1.0,0
0.0,0.0,0.0,0.5885333268884946,0.9991689696668256,-1.30713177620067,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0460447710800969,4.0,1
0.0,1.0,0.0,-0.16230352122773628,0.9991689696668256,1.362944405415047,1.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.8164582452137992,4.0,1
0.0,1.0,0.0,1.6289802253410763,0.17229775787908638,1.362944405415047,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,2.03354462052118,3.0,0
0.0,1.0,0.0,-0.8585185684694571,-0.8908223715622926,1.362944405415047,0.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,2.432078522782237,3.0,0
0.0,0.0,0.0,0.1538937135726333,-0.6545734539086528,0.4729190115431414,1.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,2.6597713195279016,2.0,0
0.0,1.0,0.0,-0.022094258831168143,-1.599569124523212,0.4729190115431414,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,3.588887939765012,0.0,0
0.0,1.0,0.0,0.7582529972194281,-0.41832453625501304,0.4729190115431414,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,2.3145876278110027,3.0,0
1.0,0.0,0.0,-1.4883923888649613,0.8810445108400057,-1.30713177620067,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,1.00722582021403,4.0,1
0.0,1.0,0.0,-1.043282810297327,-1.1270712892159325,1.362944405415047,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,2.8816123214605245,2.0,0
0.0,1.0,0.0,-0.9697612673905869,-1.599569124523212,0.4729190115431414,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,2.804504928911685,2.0,0
1.0,0.0,0.0,0.8831180178816067,0.6447955931863659,0.4729190115431414,1.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,1.7629211240998668,4.0,1
0.0,0.0,0.0,-1.0597398838971415,0.8810445108400057,-1.30713177620067,1.0,0.0,1.0,0.0,0.0,1.0,4.0,3.0,1.11991126295732,4.0,1
0.0,0.0,0.0,0.30041857311377024,0.9991689696668256,0.4729190115431414,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0306575057198797,4.0,1
0.0,0.0,0.0,-0.967358403395643,-1.481444665696392,-1.30713177620067,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,3.0756193536614336,1.0,0
0.0,0.0,0.0,1.3200716551863148,0.17229775787908638,-0.41710638232876435,0.0,1.0,1.0,1.0,0.0,0.0,3.0,3.0,2.631434065124418,2.0,0
0.0,0.0,0.0,1.6051612267691155,1.589791263800925,0.4729190115431414,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.5030669073279145,4.0,1
0.0,0.0,0.0,0.10578745337780096,-1.0089468303891125,-0.41710638232876435,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.784237837142815,2.0,0
0.0,0.0,0.0,-0.48230905347124553,1.589791263800925,-1.30713177620067,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.2476267650865634,4.0,1
0.0,0.0,0.0,-0.9007791003926273,0.6447955931863659,1.362944405415047,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.189548769618786,4.0,1
